res_status_code,affil_OG,substring,score,chosen,organization_id,organization_name
200,"Maimonides University - Center for Biomedical, Basic, Applied and Development Studies (CEBBAD) - Laboratory of Marine Invertebrates",Maimonides%20University%20 %20Center%20for%20Biomedical%2C%20Basic%2C%20Applied%20and%20Development%20Studies%20%28CEBBAD%29%20 %20Laboratory%20of%20Marine%20Invertebrates,0.52,False,https://ror.org/00g651r29,Maimonides Medical Center
200,National University of Cordoba,National%20University%20of%20Cordoba,0.67,False,https://ror.org/01d5zhz86,Cordoba University
200,National University of Cordoba,National%20University%20of%20Cordoba,0.64,False,https://ror.org/04hehwn14,Universidad Católica de Córdoba
200,National University of Cordoba,National%20University%20of%20Cordoba,0.64,False,https://ror.org/056tb7j80,Universidad Nacional de Córdoba
200,National University of Cordoba,National%20University%20of%20Cordoba,0.62,False,https://ror.org/05yfwpr80,Universidad Provincial de Córdoba
200,National University of Cordoba,National%20University%20of%20Cordoba,0.56,False,https://ror.org/02vkzd588,Instituto Nacional del Cáncer
200,National University of Cordoba,National%20University%20of%20Cordoba,0.53,False,https://ror.org/045z49291,Ministry of National Defence
200,National University of Cordoba,National%20University%20of%20Cordoba,0.52,False,https://ror.org/02zwkwz55,Institut National de l'Audiovisuel
200,National University of Cordoba,National%20University%20of%20Cordoba,0.52,False,https://ror.org/03yycdv57,Instituto Geográfico Nacional
200,National University of Cordoba,National%20University%20of%20Cordoba,0.51,False,https://ror.org/01n7gem85,Deutsche Nationalbibliothek
200,National University of La Plata,National%20University%20of%20La%20Plata,0.63,False,https://ror.org/01tjs6929,Universidad Nacional de La Plata
200,National University of La Plata,National%20University%20of%20La%20Plata,0.59,False,https://ror.org/055eqsb67,National University of Mar del Plata
200,National University of La Plata,National%20University%20of%20La%20Plata,0.53,False,https://ror.org/045z49291,Ministry of National Defence
200,National University of La Plata - Faculty of Natural Sciences and Museum,National%20University%20of%20La%20Plata%20 %20Faculty%20of%20Natural%20Sciences%20and%20Museum,0.55,False,https://ror.org/03cwacq26,Museu de Ciências Naturais da Fundação Zoobotânica do Rio Grande do Sul
200,National University of Mar del Plata,National%20University%20of%20Mar%20del%20Plata,0.66,False,https://ror.org/055eqsb67,National University of Mar del Plata
200,National University of Mar del Plata,National%20University%20of%20Mar%20del%20Plata,0.6,False,https://ror.org/01tjs6929,Universidad Nacional de La Plata
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.9,True,https://ror.org/0081fs513,University of Buenos Aires
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.68,False,https://ror.org/02k7v4d05,University of Bern
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.67,False,https://ror.org/02s6k3f65,University of Basel
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.64,False,https://ror.org/00g30e956,Universität Hamburg
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.64,False,https://ror.org/00kgrkn83,University of Lucerne
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.63,False,https://ror.org/019whta54,University of Lausanne
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.63,False,https://ror.org/022fs9h90,University of Fribourg
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.6,False,https://ror.org/0411seq30,Kocaeli Üniversitesi
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.59,False,https://ror.org/02rc97e94,University of Calabria
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.58,False,https://ror.org/02ahky613,Universidad del Noreste
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.58,False,https://ror.org/04qvdf239,Bozok Universitesi
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.56,False,https://ror.org/005zfy155,Kayseri Üniversitesi
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.56,False,https://ror.org/037thy319,Universitas Kartini
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.54,False,https://ror.org/013pajk64,Universidade Fundação Mineira de Educação e Cultura
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.54,False,https://ror.org/02jqzm779,Atlas Üniversitesi
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.54,False,https://ror.org/05exvy590,Universitas Dwijendra
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.52,False,https://ror.org/03ad39j10,University of Pisa
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.52,False,https://ror.org/051rc7j94,Diploma Hochschule
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.52,False,https://ror.org/05gefd119,Universidade Feevale
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.52,False,https://ror.org/05khk0h97,Mudanya Üniversitesi
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.51,False,https://ror.org/021njs178,Universidad Intercontinental
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.51,False,https://ror.org/02d09a271,Universidade Positivo
200,University of Buenos Aires,University%20of%20Buenos%20Aires,0.51,False,https://ror.org/037gty358,Universidad Metropolitana
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology,0.69,False,https://ror.org/0081fs513,University of Buenos Aires
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology,0.67,False,https://ror.org/03ad39j10,University of Pisa
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology,0.65,False,https://ror.org/02crff812,University of Zurich
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology,0.64,False,https://ror.org/022fs9h90,University of Fribourg
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology,0.62,False,https://ror.org/04qvdf239,Bozok Universitesi
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology,0.61,False,https://ror.org/05de0bv95,Instituto de Biodiversidad y Biología Experimental y Aplicada
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology,0.6,False,https://ror.org/02571vj15,University of Skikda
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology,0.54,False,https://ror.org/021njs178,Universidad Intercontinental
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology,0.53,False,https://ror.org/02d09a271,Universidade Positivo
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology - Lab Malacol,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology%20 %20Lab%20Malacol,0.69,False,https://ror.org/0081fs513,University of Buenos Aires
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology - Lab Malacol,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology%20 %20Lab%20Malacol,0.67,False,https://ror.org/00kgrkn83,University of Lucerne
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology - Lab Malacol,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology%20 %20Lab%20Malacol,0.67,False,https://ror.org/02k7v4d05,University of Bern
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology - Lab Malacol,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology%20 %20Lab%20Malacol,0.67,False,https://ror.org/03ad39j10,University of Pisa
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology - Lab Malacol,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology%20 %20Lab%20Malacol,0.65,False,https://ror.org/02crff812,University of Zurich
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology - Lab Malacol,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology%20 %20Lab%20Malacol,0.64,False,https://ror.org/022fs9h90,University of Fribourg
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology - Lab Malacol,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology%20 %20Lab%20Malacol,0.62,False,https://ror.org/04qvdf239,Bozok Universitesi
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology - Lab Malacol,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology%20 %20Lab%20Malacol,0.61,False,https://ror.org/05de0bv95,Instituto de Biodiversidad y Biología Experimental y Aplicada
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology - Lab Malacol,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology%20 %20Lab%20Malacol,0.6,False,https://ror.org/02571vj15,University of Skikda
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology - Lab Malacol,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology%20 %20Lab%20Malacol,0.54,False,https://ror.org/021njs178,Universidad Intercontinental
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Biodiversity and Experimental Biology - Lab Malacol,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Biodiversity%20and%20Experimental%20Biology%20 %20Lab%20Malacol,0.53,False,https://ror.org/02d09a271,Universidade Positivo
200,"University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Ecology, Genetics and Evolution",University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Ecology%2C%20Genetics%20and%20Evolution,0.69,False,https://ror.org/0081fs513,University of Buenos Aires
200,"University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Ecology, Genetics and Evolution",University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Ecology%2C%20Genetics%20and%20Evolution,0.68,False,https://ror.org/02s6k3f65,University of Basel
200,"University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Ecology, Genetics and Evolution",University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Ecology%2C%20Genetics%20and%20Evolution,0.67,False,https://ror.org/00kgrkn83,University of Lucerne
200,"University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Ecology, Genetics and Evolution",University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Ecology%2C%20Genetics%20and%20Evolution,0.67,False,https://ror.org/02k7v4d05,University of Bern
200,"University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Ecology, Genetics and Evolution",University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Ecology%2C%20Genetics%20and%20Evolution,0.67,False,https://ror.org/03ad39j10,University of Pisa
200,"University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Ecology, Genetics and Evolution",University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Ecology%2C%20Genetics%20and%20Evolution,0.65,False,https://ror.org/02crff812,University of Zurich
200,"University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Ecology, Genetics and Evolution",University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Ecology%2C%20Genetics%20and%20Evolution,0.64,False,https://ror.org/022fs9h90,University of Fribourg
200,"University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Ecology, Genetics and Evolution",University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Ecology%2C%20Genetics%20and%20Evolution,0.6,False,https://ror.org/02571vj15,University of Skikda
200,"University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Ecology, Genetics and Evolution",University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Ecology%2C%20Genetics%20and%20Evolution,0.56,False,https://ror.org/005zfy155,Kayseri Üniversitesi
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Geology - Research Institute Don Pablo Groeber,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Geology%20 %20Research%20Institute%20Don%20Pablo%20Groeber,0.69,False,https://ror.org/0081fs513,University of Buenos Aires
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Geology - Research Institute Don Pablo Groeber,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Geology%20 %20Research%20Institute%20Don%20Pablo%20Groeber,0.68,False,https://ror.org/02s6k3f65,University of Basel
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Geology - Research Institute Don Pablo Groeber,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Geology%20 %20Research%20Institute%20Don%20Pablo%20Groeber,0.67,False,https://ror.org/00kgrkn83,University of Lucerne
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Geology - Research Institute Don Pablo Groeber,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Geology%20 %20Research%20Institute%20Don%20Pablo%20Groeber,0.67,False,https://ror.org/02k7v4d05,University of Bern
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Geology - Research Institute Don Pablo Groeber,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Geology%20 %20Research%20Institute%20Don%20Pablo%20Groeber,0.67,False,https://ror.org/03ad39j10,University of Pisa
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Geology - Research Institute Don Pablo Groeber,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Geology%20 %20Research%20Institute%20Don%20Pablo%20Groeber,0.65,False,https://ror.org/02crff812,University of Zurich
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Geology - Research Institute Don Pablo Groeber,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Geology%20 %20Research%20Institute%20Don%20Pablo%20Groeber,0.64,False,https://ror.org/022fs9h90,University of Fribourg
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - Department of Geology - Research Institute Don Pablo Groeber,University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20Department%20of%20Geology%20 %20Research%20Institute%20Don%20Pablo%20Groeber,0.6,False,https://ror.org/02571vj15,University of Skikda
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - UBA-CONICET Institute - Microanalysis and Physical Methods Unit in Organic Chemistry (UMYMFOR),CONICET,0.9,False,https://ror.org/03cqe8w59,Consejo Nacional de Investigaciones Científicas y Técnicas
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - UBA-CONICET Institute - Microanalysis and Physical Methods Unit in Organic Chemistry (UMYMFOR),University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20UBA CONICET%20Institute%20 %20Microanalysis%20and%20Physical%20Methods%20Unit%20in%20Organic%20Chemistry%20%28UMYMFOR%29,0.69,False,https://ror.org/0081fs513,University of Buenos Aires
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - UBA-CONICET Institute - Microanalysis and Physical Methods Unit in Organic Chemistry (UMYMFOR),University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20UBA CONICET%20Institute%20 %20Microanalysis%20and%20Physical%20Methods%20Unit%20in%20Organic%20Chemistry%20%28UMYMFOR%29,0.67,False,https://ror.org/03ad39j10,University of Pisa
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - UBA-CONICET Institute - Microanalysis and Physical Methods Unit in Organic Chemistry (UMYMFOR),University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20UBA CONICET%20Institute%20 %20Microanalysis%20and%20Physical%20Methods%20Unit%20in%20Organic%20Chemistry%20%28UMYMFOR%29,0.64,False,https://ror.org/022fs9h90,University of Fribourg
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - UBA-CONICET Institute - Microanalysis and Physical Methods Unit in Organic Chemistry (UMYMFOR),University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20UBA CONICET%20Institute%20 %20Microanalysis%20and%20Physical%20Methods%20Unit%20in%20Organic%20Chemistry%20%28UMYMFOR%29,0.6,False,https://ror.org/02571vj15,University of Skikda
200,University of Buenos Aires - Faculty of Exact and Natural Sciences - UBA-CONICET Institute - Microanalysis and Physical Methods Unit in Organic Chemistry (UMYMFOR),University%20of%20Buenos%20Aires%20 %20Faculty%20of%20Exact%20and%20Natural%20Sciences%20 %20UBA CONICET%20Institute%20 %20Microanalysis%20and%20Physical%20Methods%20Unit%20in%20Organic%20Chemistry%20%28UMYMFOR%29,0.53,False,https://ror.org/05e0q7s59,Instituto de Química Orgánica General
200,Instituto de Bot�nica Darwinion,Instituto%20de%20Bot%EF%BF%BDnica%20Darwinion,0.68,False,https://ror.org/0594de127,Instituto de Botanica Darwinion
200,Instituto de Bot�nica Darwinion,Instituto%20de%20Bot%EF%BF%BDnica%20Darwinion,0.52,False,https://ror.org/00q67qp92,Fundación Cardiovascular de Colombia
200,ABRS (Australian Biological Resources Study),ABRS,1.0,False,https://ror.org/00289aa83,Australian Biological Resources Study
200,AIMS (Australian Institute of Marine Science),AIMS,1.0,False,https://ror.org/03rc7sa66,"Automation, Information, and Management Systems (United States)"
200,AIMS (Australian Institute of Marine Science),AIMS,1.0,False,https://ror.org/03s513359,American Institute for Maghrib Studies
200,AIMS (Australian Institute of Marine Science),AIMS%20%28Australian%20Institute%20of%20Marine%20Science%29,0.58,False,https://ror.org/03x57gn41,Australian Institute of Marine Science
200,AIMS (Australian Institute of Marine Science),AIMS%20%28Australian%20Institute%20of%20Marine%20Science%29,0.56,False,https://ror.org/05vtzry32,Western Australian Marine Science Institution
200,Auckland War Memorial Museum,Auckland%20War%20Memorial%20Museum,0.61,False,https://ror.org/010na6b76,Auckland War Memorial Museum
200,Auckland War Memorial Museum,Auckland%20War%20Memorial%20Museum,0.54,False,https://ror.org/04j14gs18,Rockland Memorial Library
200,Australian Government - Bureau of Meteorology,Australian%20Government%20 %20Bureau%20of%20Meteorology,0.56,False,https://ror.org/04dkp1p98,Bureau of Meteorology
200,Australian Government - Bureau of Meteorology,Australian%20Government%20 %20Bureau%20of%20Meteorology,0.55,False,https://ror.org/00wqdbc63,Government of Western Australia
200,Australian Government - Department of the Environment and Energy,Australian%20Government%20 %20Department%20of%20the%20Environment%20and%20Energy,0.52,False,https://ror.org/03z942k20,Department of Education
