raw_institute,raw_source,identifier
University of Aegean,1-marinespecies.org_users_2023-11-07,b8f73710-0119-4021-bc7e-7849a7dbb51a
IFREMER,1-marinespecies.org_users_2023-11-07,25426201-e3b0-4d67-a1dd-c8770f9b67f0
Laboratoire d’Océanographie Biologique de Banyuls sur Mer,1-marinespecies.org_users_2023-11-07,ad0fb235-d3ed-44bb-bf48-977161ac3cae
Station Biologique de Roscoff,1-marinespecies.org_users_2023-11-07,fefe594e-6e2c-4980-bfdb-dce86c1198a3
Marine Barcode of Life (MarBOL),1-marinespecies.org_users_2023-11-07,8630e7a1-ac4f-487a-b5b5-5235629a7ac4
IFREMER,1-marinespecies.org_users_2023-11-07,42c51bf1-e6e8-4050-8d40-1c1f7aa4904d
"Department of Marine Ecology, National Environmental Institute, University of Aarhus",1-marinespecies.org_users_2023-11-07,9188c705-57a7-436c-bd9c-86770a26df22
HCMR,1-marinespecies.org_users_2023-11-07,c1d90016-0640-498d-b4a2-5c2f3ba5fe7a
"University of British Columbia, Fisheries Centre",1-marinespecies.org_users_2023-11-07,447e3b44-db45-4929-92f5-96a9d278080b
Saatchi & Saatchi,1-marinespecies.org_users_2023-11-07,179f7882-2ea5-4335-9f5d-9dc33f0b5803
Universidade da Coruña,1-marinespecies.org_users_2023-11-07,9c025bb5-bfb3-4f0c-851f-d82068e98019
University College London; Department of Geography,1-marinespecies.org_users_2023-11-07,4d9ee3fb-ca26-40ad-8aa0-7d894c6dd80f
Finding Sanctuary Partnership,1-marinespecies.org_users_2023-11-07,ea82bdcb-a6dd-45dc-9220-b210b1e89924
Unicomarine Ltd.,1-marinespecies.org_users_2023-11-07,b945f24c-16f4-4952-9fc6-b2a71882457c
"BGBM, Berlin",1-marinespecies.org_users_2023-11-07,459cb510-eac5-40bd-b472-7019d840419c
GBIF,1-marinespecies.org_users_2023-11-07,cac4a1d6-7d5e-4b82-a1aa-107d6b5ec06f
,1-marinespecies.org_users_2023-11-07,4073be55-7bfc-4784-b038-9d93af74e441
Normandy Coastal Monitoring Survey,1-marinespecies.org_users_2023-11-07,f43c2687-09d1-47a1-a4ee-b8b491ca80f2
MUMM,1-marinespecies.org_users_2023-11-07,68151393-6969-42b5-8736-1b91a8b846f2
MyDiveAlbum,1-marinespecies.org_users_2023-11-07,880dda68-7aa2-4687-a437-0b288d6aae00
Society Groupement d’Intérêt Public Seine Aval,1-marinespecies.org_users_2023-11-07,c55865dc-fc56-4c0a-b39c-2efbced46743
University of California San Diego,1-marinespecies.org_users_2023-11-07,f14c879a-0a04-44d0-b426-a23644cb1a74
Station marine de Wimereux,1-marinespecies.org_users_2023-11-07,6e22df72-c0e5-4337-9cda-6e8cc8f0f456
University of Messina,1-marinespecies.org_users_2023-11-07,f463ebfc-4251-4bb6-bf13-be4693a1998f
Ocean Genome Legacy,1-marinespecies.org_users_2023-11-07,988edbd0-e360-42b2-a6be-989ed9228ae4
GBIF Swiss Node,1-marinespecies.org_users_2023-11-07,8e3ea0a0-1dd8-4c8d-91c6-7b4a722d0417
L'Institut de recherche pour le développement (IRD),1-marinespecies.org_users_2023-11-07,39707b82-c8c5-4e19-954f-30829e4eddb9
AIMS,1-marinespecies.org_users_2023-11-07,a4f38873-6257-4efc-93f8-9063f88718e0
Environment BOKU - University of Natural Resources & Applied Life Sciences,1-marinespecies.org_users_2023-11-07,ca010544-f883-4cc8-b588-72947fbf5228
Australian Antarctic Division,1-marinespecies.org_users_2023-11-07,bee045a5-74fe-4ba8-a8a4-99394f4c7886
MNHN,1-marinespecies.org_users_2023-11-07,c65a0403-9c5e-45f2-add8-163e0655be7e
GBIF,1-marinespecies.org_users_2023-11-07,abb71857-d579-4e4e-a648-d41e2afae5e7
King Abdullah University of Science and Technology,1-marinespecies.org_users_2023-11-07,0aa68e85-633d-4483-bcf9-9950ef25e234
CSIRO Marine and Atmospheric Research,1-marinespecies.org_users_2023-11-07,b46bca69-606c-4593-a590-bee65a636898
Trinity College Dublin,1-marinespecies.org_users_2023-11-07,495cd3e5-9e90-4e36-97e6-3ace5edc1727
Instituto Mediterraneo de Estudios Avanzados (IMEDEA),1-marinespecies.org_users_2023-11-07,8627f64a-e186-456d-a19a-1bfa4577de4b
Senckenberg Forschungsinstitut und Naturmuseum Frankfurt,1-marinespecies.org_users_2023-11-07,2b1c6fbf-94bb-484c-bf2b-b59a01ddca86
University of Alabama at Birmingham,1-marinespecies.org_users_2023-11-07,c75d3b5a-92ed-4a0e-b120-e8f66de38b93
IFREMER - Centre de nantes Département EMH,1-marinespecies.org_users_2023-11-07,bffcbaa4-d562-48c7-a507-28fedf8c9a00
Marine Ecological Solutions Ltd,1-marinespecies.org_users_2023-11-07,51ea75ac-487c-4f43-aaa2-22d0e052fc05
"Institute for Polar Ecology, University of Kiel",1-marinespecies.org_users_2023-11-07,b1fb4401-3e8d-4531-b591-4b4d5ceff5b1
Federal Environmental Agency,1-marinespecies.org_users_2023-11-07,5f04dcf0-7d65-4c55-8474-0136fdb0d65b
Central Marine Fisheries Research Institute,1-marinespecies.org_users_2023-11-07,f5e2f0f8-d22c-4953-a4f8-17e281e9e7d5
Dipartimento di Scienze per l'Ambiente; Università Parthenope,1-marinespecies.org_users_2023-11-07,14231b3c-3d00-44f0-bd35-fe92b7db8d69
Réserves Naturelles de France,1-marinespecies.org_users_2023-11-07,f16410bc-93f1-4a67-bbfa-0fc7d41da194
"School of Computer Science, University of Manchester, and National Centre for Text Mining (NaCTeM), Manchester Interdisciplinary Biocentre",1-marinespecies.org_users_2023-11-07,a7499b86-349b-4c4b-a8b2-091f66ef4cf1
Bundesamt für Seeschifffahrt und Hydrographie (BSH),1-marinespecies.org_users_2023-11-07,13104df6-862d-4288-bafe-dbe3acfee417
Wikipedia,1-marinespecies.org_users_2023-11-07,c6a6a171-7eab-484e-b8de-5595189dbba7
Wikipedia,1-marinespecies.org_users_2023-11-07,5785e42d-bfd2-483f-973f-31861116f0a6
Circolo attività Subacquee Chieri,1-marinespecies.org_users_2023-11-07,a5e452ff-9cd2-4c43-a5d1-ff4f99c7b509
Florida Fish and Wildlife Conservation Commission,1-marinespecies.org_users_2023-11-07,9cfa1205-a632-4417-804b-63f72eeb6300
Plymouth Marine Laboratory,1-marinespecies.org_users_2023-11-07,8e3f456f-b0c3-4e79-825c-d64aba6b274b
National Oceanic and Atmospheric Administration (NOAA); Marine Ecosystems Division,1-marinespecies.org_users_2023-11-07,3347f650-a8a8-4429-80c8-671a3bfac954
"National Museum of Natural History, Smithsonian Institution",1-marinespecies.org_users_2023-11-07,019feb35-d84e-4fdd-aef3-e39801f4e269
"IRENAV, BCRM Brest, Ecole navale et groupe des écoles du Poulmic",1-marinespecies.org_users_2023-11-07,bb349107-0d0e-4ed6-9b1a-e3b803e44c51
"Centre for Marine Living Resources & Ecology. Ministry of Earth Sciences, Govt. of India",1-marinespecies.org_users_2023-11-07,68a5b8a2-b328-4e92-83eb-90a9e3b71916
"Centre for Marine and Environmental Studies (CESAM) & Department of Biology, University of Aveiro",1-marinespecies.org_users_2023-11-07,65c75b05-029c-4311-91e5-56d218d765a3
"IFREMER–DYNECO/VIGIES, Nantes",1-marinespecies.org_users_2023-11-07,942bafa5-16e9-487a-aa50-ad75ba38d9df
,1-marinespecies.org_users_2023-11-07,763ccd8f-f276-4c8f-921b-bad5818c1a87
Musée cantonal de zoologie,1-marinespecies.org_users_2023-11-07,d9365ad1-4b0f-4019-9296-3f2a416c8930
Musée cantonal de zoologie,1-marinespecies.org_users_2023-11-07,957ab955-8197-442a-a9c0-c95eafd96275
Diveboard.com,1-marinespecies.org_users_2023-11-07,60d1ff0e-a758-478e-ac46-63d7ed1b3af6
Dalhousie University,1-marinespecies.org_users_2023-11-07,9de09089-f67d-4e0f-91ba-f515055deb7e
"National Environmental Research Institute, Aarhus University, Dept. of Marine Ecology",1-marinespecies.org_users_2023-11-07,13f32f6e-3680-4b0a-88b0-807008da74e6
"Department of Zoology, Trinity College Dublin",1-marinespecies.org_users_2023-11-07,5ee777c1-a8da-457f-84ef-3f3d41e4f99d
"Leigh Marine Laboratory, University of Auckland",1-marinespecies.org_users_2023-11-07,18b9ce06-94a3-408b-a9c7-027083aa1857
Juan J. González,1-marinespecies.org_users_2023-11-07,4b8dd6a1-27c3-4862-93a7-56bede2addba
"Academia Sinica, Biodiversity Research Center",1-marinespecies.org_users_2023-11-07,571f3ccd-3229-459a-94eb-eb2cbea4ee31
Divenation.com,1-marinespecies.org_users_2023-11-07,639c68a1-6b40-4e56-b7af-d88311fe03a1
Institute for Marine Resources and Ecosystem Studies (IMARES),1-marinespecies.org_users_2023-11-07,635c61a9-bbc3-44d4-90f9-9c77c1969a5b
"Marine Scotland Science, Marine Laboratory",1-marinespecies.org_users_2023-11-07,2e800ffa-70a4-4c5c-89c8-b2873ec763be
"Bangor University, School of Ocean Sciences",1-marinespecies.org_users_2023-11-07,7ad9195d-13a5-4673-9b7d-9c8cf53031ff
"Environment Department, University of York",1-marinespecies.org_users_2023-11-07,b80db033-faa8-4b6c-b979-d290f048d2d7
"US Environmental Protection Agency (US EPA), Coastal Ecology Branch",1-marinespecies.org_users_2023-11-07,0bfdb878-ee8c-473a-b09a-bc778bdc296f
"USGS Western Fisheries Research Center, Marine Hatfield Science Center",1-marinespecies.org_users_2023-11-07,c569bd3d-a471-47c6-89af-967d5bdef0a0
Wikipedia NL,1-marinespecies.org_users_2023-11-07,d4bb26b9-272e-4963-8c50-2e2192fa873f
Museum and Art Gallery of the Northern Territory,1-marinespecies.org_users_2023-11-07,e9c50054-f5c9-4935-adcd-7bedc457bcfc
"Instituto de Tecnología y Ciencias Marinas, Universidad Simón Bolívar",1-marinespecies.org_users_2023-11-07,d933185b-a42d-4c76-a62d-5db4decd7c89
Spanish National Cancer Research Centre,1-marinespecies.org_users_2023-11-07,d52d3d28-2219-4473-92e7-5d59ebd1bd6b
Mathias Lindner,1-marinespecies.org_users_2023-11-07,3a1c879b-9d73-4c29-9670-c17393664654
"University of Sheffield, Department of Animal & Plant Sciences",1-marinespecies.org_users_2023-11-07,27e1f8fd-52cf-4d5f-aec3-699564ed0680
"University of Essex, School of Computer Science and Electronic Engineering",1-marinespecies.org_users_2023-11-07,b07ae9ec-ba1f-4807-a81d-5ddea9ae7591
OAG - Observatorio Ambiental Granadilla,1-marinespecies.org_users_2023-11-07,a5d191cc-95af-4d47-a114-6d7c7b30637b
"Centro de Investigaciones Marinas, Universidad de La Habana",1-marinespecies.org_users_2023-11-07,c5713496-acea-41de-889a-9ff1c5418759
National Museums Northern Ireland,1-marinespecies.org_users_2023-11-07,720df02f-e75b-4419-8471-cbb4efe624b3
National Institute for Environmental Research and Protection (ISPRA),1-marinespecies.org_users_2023-11-07,0ee3192b-ed87-45c2-8a02-dbba1414501d
"Biodiversity Institute of Ontario, University of Guelph",1-marinespecies.org_users_2023-11-07,00426be8-f939-4328-9d04-57f4f02acc74
"Center for Macroecology, Evolution and Climate, Department of Biology, Copenhagen University",1-marinespecies.org_users_2023-11-07,f1ca00f2-1095-4c9c-a968-8b64663d14c1
"CORPI, Klaipeda University",1-marinespecies.org_users_2023-11-07,16a88652-4d84-4b06-9c61-0305844175e6
Bitonga Ltd.,1-marinespecies.org_users_2023-11-07,071cbec6-5c63-40b0-bdf8-36cae147df22
"Petrobras, Rio de Janeiro",1-marinespecies.org_users_2023-11-07,56e05856-6be4-41d9-9a51-dbc23fe354a3
"Department of Zoology, Tel Aviv University, Tel Aviv",1-marinespecies.org_users_2023-11-07,69e604d7-d6f7-476d-b5ac-6f86761ab0e0
"CRM Coastal Research & Management, Kiel",1-marinespecies.org_users_2023-11-07,44558fcf-5b9e-40de-9957-c0179b3ac449
"CREOCEAN Society, Montpellier",1-marinespecies.org_users_2023-11-07,727e66ad-3029-4bdf-a7f0-f6fc7679c84f
"POMC Consulting (One World Analytics), Lancaster",1-marinespecies.org_users_2023-11-07,2d9af4c5-40b3-4cdd-a373-abbfeb33dfbf
"Dep. Earth Sciences, Natural History Museum (NHM), London",1-marinespecies.org_users_2023-11-07,8a013052-f0c9-4ead-acb1-efa4c3a347e5
"Centre for Environment, Fisheries & Aquaculture Science (CEFAS), Lowestoft",1-marinespecies.org_users_2023-11-07,21baf0f0-b120-41e0-b654-cfd996161df8
"Queen's University Marine Laboratory (QML), Belfast",1-marinespecies.org_users_2023-11-07,291e2bc9-c124-4c93-8391-d7adbff3376d
"OceanCertain - Norwegian University of Science and Technology (NTNU), Trondheim",1-marinespecies.org_users_2023-11-07,9f56a4a9-ac0d-4cb2-9c0e-506eda7f3920
"Université Pierre et Marie Curie, Laboratoire d'Océanographie, Villefranche",1-marinespecies.org_users_2023-11-07,b9be02dc-1933-493b-94c4-5973511a55f7
"Marine Biodiversity Center, Natural History Museum, Los Angeles",1-marinespecies.org_users_2023-11-07,15f188f6-813b-4c39-bfe6-0afbdc183a50
"Korea Institute of Ocean Science and Technology, Ocean Observation and Information Section",1-marinespecies.org_users_2023-11-07,de660563-bd5a-4364-87a7-b5cb6a4e6cd4
K2 Sistemas,1-marinespecies.org_users_2023-11-07,098ff44f-eb13-4302-8762-59235c000064
The Marine Biological Association- Data Archive Centre (DASSH),1-marinespecies.org_users_2023-11-07,4ce13bfc-1d01-40cc-bd80-86eaf8ac15b7
International Council for the Exploration of the Sea (ICES),1-marinespecies.org_users_2023-11-07,1efa9ae3-b640-45da-b3d3-2e69ebb51ac9
Filipe Medina de Sousa,1-marinespecies.org_users_2023-11-07,3fbfcb63-6382-4b70-99d0-3a4cc7ce8d1e
"University of California, Berkeley, Integrative Biology",1-marinespecies.org_users_2023-11-07,4c0f7ac5-9799-410d-b33d-41c319603ddb
"ARC Centre of Excellence for Coral Reef Studies, University of Queensland, Brisbane",1-marinespecies.org_users_2023-11-07,a70222ba-5abe-4b9a-9944-415efcbaf86f
National Oceanic and Atmospheric Administration (NOAA); Center for Coastal Environmental Health and Biomolecular Research,1-marinespecies.org_users_2023-11-07,d0970b3e-7fea-48f9-9995-985ce6e1aea1
Yale University,1-marinespecies.org_users_2023-11-07,0de16faf-279f-4da9-b72e-82ffa1a42a53
"Friedrich-Alexander-Universität, Erlangen",1-marinespecies.org_users_2023-11-07,7f79b0f4-2715-447c-b9e6-c6fab9087625
"National Institute of Water and Atmospheric Research (NIWA), Wellington",1-marinespecies.org_users_2023-11-07,9c09ea87-64ca-4aa3-8aa0-1694808c0d5d
"Biologica Environmental Services Ltd., Victoria",1-marinespecies.org_users_2023-11-07,12ad40ed-0d6e-49e7-9f76-7cf2ca88452c
"SAM-marin, Uni Research, Bergen",1-marinespecies.org_users_2023-11-07,a49ec929-26af-4201-87e7-846030189711
Personal,1-marinespecies.org_users_2023-11-07,8dcd5854-017d-4a1d-b17b-6343e2326c71
"Global Genome Initiative, Smithsonian Institution",1-marinespecies.org_users_2023-11-07,346e375c-5222-4213-8178-e9484e7d5bb4
Marine Ecological Surveys Ltd,1-marinespecies.org_users_2023-11-07,6dbe1f60-2b46-4b83-996b-b5c3ef957113
"Molecular, Ecology, Evolution and Phylogenetics research group, University of Sydney",1-marinespecies.org_users_2023-11-07,12fbcf7b-1b2f-4d37-ab28-0514a50250e1
"LifeWatchGreece (LWG), Hellenic Centre for Marine Research (HCMR)",1-marinespecies.org_users_2023-11-07,d1dad4f1-9a48-4f2b-86d4-7030f94681a6
"Moss Landing Marine Laboratory, California State University",1-marinespecies.org_users_2023-11-07,02bee133-5414-4167-8002-9354ff30c22c
"The Nature Conservancy, Houston, Texas",1-marinespecies.org_users_2023-11-07,449baa3c-07b9-4dfd-9e05-2acf1f3fb2ce
"Dept. of Civil and Environmental Engineering, Stanford University",1-marinespecies.org_users_2023-11-07,44edabf0-df7c-477d-9723-37aa484809a5
"New York State Museum, Albany",1-marinespecies.org_users_2023-11-07,0f8b7b81-c86f-4634-96f7-c2e929ec8732
"Florida International University, Biscayne Bay Campus",1-marinespecies.org_users_2023-11-07,d08b1da3-8b4f-4f40-af3f-b5070eeeecfc
Joint Nature Conservation Committee (JNCC),1-marinespecies.org_users_2023-11-07,3e4626ed-9166-446a-a4ec-4a846f903ecf
"Beijing Genomics Institute (BGI), Shenzhen",1-marinespecies.org_users_2023-11-07,f5408b3e-5450-49f6-a6ca-85168c1fcadd
"Roger Williams University, Department of Biology and Marine Biology",1-marinespecies.org_users_2023-11-07,a567d62d-56c5-4d20-854b-0c49136d6eff
"Departamento de Biotecnologia Marina, Centro de Investigación Científica y de Educación Superior de Ensenada (CICESE)",1-marinespecies.org_users_2023-11-07,c1f028af-cf53-4a39-94b1-859930a12637
NETAXIA Limited,1-marinespecies.org_users_2023-11-07,156cad04-d432-4627-b8c9-908dad47088a
Japan Agency for Marine-Earth Science and Technology (JAMSTEC),1-marinespecies.org_users_2023-11-07,fa88101d-3f68-4c41-ad44-88eb83d92721
"Cape Cod Museum of Natural History, Brewster, MA",1-marinespecies.org_users_2023-11-07,8277391c-82e2-4459-9124-3a58ee139413
"Benthos Ecology, Marine Institute, Galway",1-marinespecies.org_users_2023-11-07,b9b9d333-66d9-4ae7-a6c8-cbef833401d6
Dengun Lda.,1-marinespecies.org_users_2023-11-07,a6d094dd-0eb1-48f6-a27d-f3b8fa21d304
Aniol S.L.,1-marinespecies.org_users_2023-11-07,553c1e5d-5441-47ff-a3dc-81617ccdf8a3
LazyDiving.com,1-marinespecies.org_users_2023-11-07,321b2545-cc58-45be-b557-bf0ca535fb10
"Centre for Development Co-operation in Fisheries (CDCF), Institute of Marine Research",1-marinespecies.org_users_2023-11-07,1127f46f-e508-49be-9e94-e8726e479507
